place,average_index,max_index,min_index
"Freiburg, Germany",35.340307061860635,83.86880857,1.23159304
"Emmendingen, Germany",37.26802574409739,81.194779135,13.45381525
"Copenhagen Municipality,Denmark",39.927021762714965,77.76925887363637,1.679445054545455
"Amsterdam, Netherlands",36.19376598249725,91.52610442,0.0
"Bordeaux, France",32.2218399386836,86.55957162,1.0263275333333337
"Bremen, Germany",35.615305874271016,87.4041621009091,1.6794450545454551
"Bogota, Columbia",38.50116303003522,85.72471704636364,1.6794450545454551
"Berlin, Germany",40.18894842486141,88.61600246923075,1.4210688923076922
