,highway,cycleway,surface,maxspeed,length,lanes,oneway,width,centrality,geometry,index,grid_index
22,1.341614904,1.8726708060000001,1.08695652,,81.82300000000002,0.978260868,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3936396 47.2670223, 11.3936873 47.2670317, 11.393805 47.2670563, 11.3943554 47.267193, 11.3944712 47.2672372, 11.3945565 47.2672808, 11.3946202 47.2673198)",80.99378963859213,55.55600151347802
23,1.341614904,1.8726708060000001,1.08695652,,46.595000000000006,0.978260868,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3936396 47.2670223, 11.3935887 47.2670123, 11.3934636 47.2669888, 11.3930573 47.266932, 11.3930378 47.2669293)",80.99378963859213,55.55600151347802
24,1.173913041,,0.760869564,,34.632999999999996,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3936396 47.2670223, 11.393667 47.2669456, 11.3937477 47.2667196)",54.59627379515528,55.55600151347802
25,1.341614904,1.8726708060000001,1.08695652,1.704968946,37.721,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3962296 47.2671676, 11.3957398 47.2672355)",89.73084983677019,55.55600151347802
26,1.341614904,1.8726708060000001,1.08695652,1.704968946,71.973,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3962296 47.2671676, 11.3971642 47.2670382)",89.73084983677019,55.55600151347802
27,1.341614904,,1.08695652,,117.774,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3962296 47.2671676, 11.3962089 47.267099, 11.3961884 47.2670309, 11.3959462 47.2661997, 11.3959243 47.2661289)",64.4720502936646,55.55600151347802
28,1.006211178,,1.08695652,,54.561,,0.5900621100000001,,0.285714284,"LINESTRING (11.401411 47.2663485, 11.401758 47.2663008, 11.402121 47.2662557)",59.37888255254658,55.55600151347802
29,1.341614904,,,,23.32,,0.5900621100000001,,0.285714284,"LINESTRING (11.401411 47.2663485, 11.4016166 47.2664098, 11.4016862 47.2664423)",59.13043532289854,55.55600151347802
30,1.173913041,,,,27.071,,0.5900621100000001,,0.142857142,"LINESTRING (11.4028466 47.266781, 11.4031174 47.2667233, 11.4031889 47.2667081)",50.848861756853005,55.55600151347802
31,1.006211178,,1.08695652,,51.575,,0.5900621100000001,,0.285714284,"LINESTRING (11.4028466 47.266781, 11.4028211 47.2667044, 11.4027804 47.2666006, 11.4026803 47.2664225, 11.4025986 47.2663551)",59.37888255254658,55.55600151347802
32,0.838509315,,1.08695652,,132.343,0.54347826,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3865988 47.2639619, 11.3864625 47.2638616, 11.3863329 47.2637643, 11.3859647 47.2634809, 11.3854799 47.2630997, 11.3854425 47.2630672)",52.223602978683225,55.55600151347802
33,1.341614904,,1.08695652,1.326086958,60.853,0.54347826,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3865988 47.2639619, 11.3867458 47.2638475, 11.3871594 47.2635689)",66.95652244347826,55.55600151347802
34,0.335403726,,1.08695652,,65.714,0.978260868,0.5900621100000001,,0.42857142600000003,"LINESTRING (11.3865988 47.2639619, 11.3866438 47.2639653, 11.3868279 47.2639826, 11.3870354 47.2640844, 11.3873099 47.2642663)",54.70807505649689,55.55600151347802
35,0.335403726,1.8726708060000001,1.08695652,,25.451,0.32608695600000004,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3865988 47.2639619, 11.3865127 47.2640102, 11.3864185 47.2640626, 11.3863403 47.2641089)",57.929607215155286,55.55600151347802
36,1.006211178,,1.08695652,,36.309,1.08695652,0.5900621100000001,,0.21428571300000002,"LINESTRING (11.3837166 47.2660039, 11.3837279 47.2661175, 11.3837611 47.2662098, 11.3838588 47.266307)",63.751553421018635,55.55600151347802
37,0.335403726,,1.08695652,,45.21,0.978260868,0.5900621100000001,,0.285714284,"LINESTRING (11.3837166 47.2660039, 11.3836337 47.2660622, 11.383584 47.266086, 11.3834788 47.2661362, 11.3831887 47.2661441)",52.42236075706831,55.55600151347802
38,1.006211178,,,,14.647,,0.29503105500000004,,0.357142855,"LINESTRING (11.3750958 47.2642569, 11.3751715 47.2642421, 11.3752823 47.2642204)",44.22360287734989,55.55600151347802
39,0.335403726,,1.08695652,,27.999000000000002,0.978260868,0.5900621100000001,,0.285714284,"LINESTRING (11.3750958 47.2642569, 11.3751457 47.2644031, 11.3751796 47.2645022)",52.42236075706831,55.55600151347802
40,1.006211178,,1.08695652,,10.856,,0.29503105500000004,,0.357142855,"LINESTRING (11.3752175 47.2633009, 11.3750851 47.2632627)",54.90683281888199,55.55600151347802
41,1.006211178,,1.08695652,,28.698,,0.5900621100000001,,0.285714284,"LINESTRING (11.3752175 47.2633009, 11.3753434 47.2633304, 11.3755727 47.2633929)",59.37888255254658,55.55600151347802
42,0.335403726,,1.08695652,,94.032,,0.5900621100000001,,0.285714284,"LINESTRING (11.3752175 47.2633009, 11.3751435 47.2634495, 11.3750796 47.2635852, 11.3750333 47.2637424, 11.3750185 47.2638676, 11.3750297 47.2639893, 11.3750563 47.2641266)",45.96273335155279,55.55600151347802
43,1.006211178,,,,29.179,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3717993 47.2623549, 11.3714415 47.2622554)",46.12836479354037,55.55600151347802
44,1.006211178,,,,38.254,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3717993 47.2623549, 11.3722684 47.2624853)",46.12836479354037,55.55600151347802
45,1.341614904,,1.08695652,1.704968946,137.015,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3717993 47.2623549, 11.3717587 47.2624217, 11.3713781 47.2630167, 11.3710811 47.2634866)",78.85714369828571,55.55600151347802
46,1.67701863,,,,102.125,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3710811 47.2634866, 11.3705464 47.2634265, 11.3697459 47.2633366)",65.92132564438923,55.55600151347802
47,1.341614904,,1.08695652,1.704968946,137.01500000000001,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3710811 47.2634866, 11.3713781 47.2630167, 11.3717587 47.2624217, 11.3717993 47.2623549)",78.85714369828571,55.55600151347802
48,1.341614904,,1.08695652,1.704968946,74.616,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3710811 47.2634866, 11.3710347 47.2635547, 11.3707249 47.2640386, 11.3706989 47.2641047)",77.71428654857144,55.55600151347802
49,1.006211178,,1.08695652,,37.837,1.08695652,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3710811 47.2634866, 11.3711855 47.2635157, 11.3715367 47.2636285)",63.602485083229816,55.55600151347802
50,1.341614904,,1.08695652,1.704968946,88.745,,0.29503105500000004,,0.285714284,"LINESTRING (11.369535 47.2639902, 11.3706989 47.2641047)",75.42857224914285,55.55600151347802
51,1.341614904,,1.08695652,,55.229000000000006,,0.29503105500000004,,0.285714284,"LINESTRING (11.369535 47.2639902, 11.369678 47.2635365, 11.369663 47.2635054)",60.186335982236024,55.55600151347802
52,1.341614904,1.8726708060000001,1.08695652,1.704968946,64.334,,0.5900621100000001,,0.21428571300000002,"LINESTRING (11.370619 47.2646729, 11.3706494 47.2645732, 11.3706136 47.2643868, 11.3706152 47.2643439, 11.3706357 47.2642891, 11.3706989 47.2641047)",90.80745440968944,55.55600151347802
53,1.67701863,,1.08695652,,86.41499999999999,,0.29503105500000004,,0.285714284,"LINESTRING (11.370619 47.2646729, 11.370692 47.2647199, 11.3710751 47.2647491, 11.3717323 47.2647827)",66.89441058273292,55.55600151347802
54,0.335403726,,1.08695652,,14.792,0.978260868,0.5900621100000001,,0.21428571300000002,"LINESTRING (11.3750563 47.2641266, 11.3750958 47.2642569)",51.27950360735403,55.55600151347802
55,1.006211178,,,,46.4,,0.5900621100000001,,0.071428571,"LINESTRING (11.3750563 47.2641266, 11.3750001 47.2641997, 11.3750134 47.2642495, 11.3751091 47.2645262)",44.472050106997926,55.55600151347802
56,1.006211178,,1.08695652,,20.124,0.32608695600000004,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3781365 47.2598085, 11.3779099 47.2597131)",51.42857191314286,55.55600151347802
57,0.335403726,,1.08695652,,33.872,0.32608695600000004,0.29503105500000004,,0.571428568,"LINESTRING (11.3781365 47.2598085, 11.3784892 47.2596201)",41.8385097020621,55.55600151347802
58,0.335403726,,1.08695652,,20.365,0.978260868,0.5900621100000001,,0.42857142600000003,"LINESTRING (11.3781365 47.2598085, 11.377984 47.2599596)",54.70807505649689,55.55600151347802
59,1.341614904,,1.08695652,,39.111000000000004,0.54347826,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3781365 47.2598085, 11.3783418 47.2599169, 11.3785314 47.2600358)",60.2732924992795,55.55600151347802
60,1.341614904,,1.08695652,,15.048,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3870703 47.2570312, 11.3870746 47.2568959)",63.04347885652174,55.55600151347802
61,1.341614904,,1.08695652,,109.575,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3870703 47.2570312, 11.3870637 47.2571435, 11.3870434 47.2575047, 11.3870134 47.2579363, 11.3869968 47.258015)",63.04347885652174,55.55600151347802
62,0.335403726,,1.08695652,1.326086958,41.558,0.54347826,0.5900621100000001,,0.357142855,"LINESTRING (11.3870703 47.2570312, 11.386829 47.2570787, 11.3865332 47.2571102)",56.5217397315942,55.55600151347802
63,0.335403726,,1.08695652,1.326086958,15.485,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3978724 47.2563608, 11.3978238 47.2564961)",55.55279562663353,55.55600151347802
64,0.335403726,,1.08695652,1.326086958,20.905,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3978724 47.2563608, 11.3979077 47.2562512, 11.3979202 47.2562265, 11.397944 47.2561795)",55.55279562663353,55.55600151347802
65,0.335403726,,1.08695652,1.326086958,88.65,,0.5900621100000001,,0.357142855,"LINESTRING (11.3978724 47.2563608, 11.3980723 47.2564459, 11.3981291 47.2564707, 11.3982946 47.2565417, 11.3985069 47.2566326, 11.3988703 47.2567813)",59.13043541356522,55.55600151347802
66,1.341614904,,,,28.65,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3739973 47.2565796, 11.3743476 47.2566789)",55.07246426086956,55.55600151347802
67,1.341614904,,1.08695652,1.326086958,24.751,0.978260868,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3739973 47.2565796, 11.3736994 47.2564865)",72.75362395304349,55.55600151347802
68,1.341614904,,,,167.105,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3739973 47.2565796, 11.3739473 47.25665, 11.3735587 47.2572141, 11.3730426 47.2579355)",55.07246426086956,55.55600151347802
69,1.341614904,,1.08695652,,59.175,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3726826 47.2584615, 11.372641 47.258518, 11.3725995 47.2585744, 11.3725358 47.2586796, 11.3724908 47.2587645, 11.3723804 47.2589521)",64.4720502936646,55.55600151347802
70,1.341614904,,,,64.497,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3726826 47.2584615, 11.3727175 47.2584119, 11.3727638 47.2583461, 11.3727689 47.2583385, 11.3729513 47.258063, 11.3730426 47.2579355)",56.97722617706004,55.55600151347802
71,1.006211178,,1.08695652,,35.022999999999996,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3726826 47.2584615, 11.3725012 47.258419, 11.3722374 47.2583735)",57.7639756931677,55.55600151347802
72,1.006211178,,1.08695652,,144.074,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3726826 47.2584615, 11.3728964 47.2585079, 11.374519 47.2588153)",57.7639756931677,55.55600151347802
73,1.006211178,,1.08695652,,5.25,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.374586 47.258828, 11.374519 47.2588153)",57.7639756931677,55.55600151347802
74,1.67701863,,,,211.75199999999998,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.374586 47.258828, 11.3746473 47.2587365, 11.37495 47.2582233, 11.3752463 47.2579022, 11.3755339 47.2576997, 11.3758761 47.2575397, 11.3760737 47.2574186, 11.3762154 47.2573339)",65.92132564438923,55.55600151347802
75,1.341614904,,1.08695652,,122.833,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.374586 47.258828, 11.3745459 47.2589, 11.3745365 47.2589202, 11.3741482 47.2598916)",64.4720502936646,55.55600151347802
76,1.006211178,,1.08695652,,33.729,,0.29503105500000004,,0.571428568,"LINESTRING (11.374586 47.258828, 11.3746737 47.2588441, 11.3750174 47.2589073)",59.19254713031056,55.55600151347802
77,1.341614904,,1.08695652,,25.273,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3753909 47.2605435, 11.3756093 47.2603712)",63.04347885652174,55.55600151347802
78,1.341614904,,1.08695652,,68.61200000000001,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3753909 47.2605435, 11.3748341 47.2602354, 11.3746878 47.2601523)",63.04347885652174,55.55600151347802
79,1.341614904,,1.08695652,,30.345999999999997,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3769222 47.2593279, 11.3768566 47.2593784, 11.376803 47.2594197, 11.3766616 47.2595357)",63.04347885652174,55.55600151347802
80,1.006211178,,1.08695652,,79.606,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3769222 47.2593279, 11.3767116 47.2592657, 11.376349 47.2591793, 11.3759302 47.2590858)",57.7639756931677,55.55600151347802
81,1.006211178,,1.08695652,,31.855,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3769222 47.2593279, 11.3770921 47.2593862, 11.3772949 47.2594623)",56.335404256024844,55.55600151347802
82,1.006211178,,,,28.478,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3750174 47.2589073, 11.3751828 47.2586771)",48.033126709730844,55.55600151347802
83,1.006211178,,,,143.526,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3750174 47.2589073, 11.3749846 47.2589854, 11.3746232 47.259863, 11.374632 47.26006, 11.3746502 47.2601127, 11.3746878 47.2601523)",48.033126709730844,55.55600151347802
84,1.006211178,,1.08695652,,33.729,,0.29503105500000004,,0.571428568,"LINESTRING (11.3750174 47.2589073, 11.3746737 47.2588441, 11.374586 47.258828)",59.19254713031056,55.55600151347802
85,1.006211178,,1.08695652,,71.69200000000001,,0.29503105500000004,,0.571428568,"LINESTRING (11.3750174 47.2589073, 11.375326 47.2589668, 11.3758099 47.2590601, 11.3759302 47.2590858)",59.19254713031056,55.55600151347802
86,1.341614904,,1.08695652,,323.387,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3741482 47.2598916, 11.3733361 47.2618926, 11.3730511 47.2627026)",63.04347885652174,55.55600151347802
87,1.341614904,,1.08695652,,122.833,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3741482 47.2598916, 11.3745365 47.2589202, 11.3745459 47.2589, 11.374586 47.258828)",64.4720502936646,55.55600151347802
88,1.006211178,,,,53.82300000000001,,0.29503105500000004,,0.357142855,"LINESTRING (11.3741482 47.2598916, 11.373761 47.2596967, 11.3735676 47.2596108)",44.22360287734989,55.55600151347802
89,1.341614904,,1.08695652,,15.779,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3723029 47.2590839, 11.3723804 47.2589521)",64.4720502936646,55.55600151347802
90,1.341614904,,1.08695652,,141.006,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3723029 47.2590839, 11.371622 47.2602648)",64.4720502936646,55.55600151347802
91,1.006211178,,,,46.324,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3723029 47.2590839, 11.3719095 47.2587641)",48.033126709730844,55.55600151347802
92,1.006211178,,,,111.99,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3723029 47.2590839, 11.3735676 47.2596108)",46.12836479354037,55.55600151347802
93,1.006211178,,,,6.935,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3731364 47.2627258, 11.3730511 47.2627026)",46.12836479354037,55.55600151347802
94,1.67701863,,1.08695652,,123.699,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3731364 47.2627258, 11.3731064 47.2627974, 11.3730144 47.2628688, 11.3727213 47.2636078, 11.3726487 47.2637787)",69.75155345701863,55.55600151347802
95,1.006211178,,,,58.473,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3731364 47.2627258, 11.3733036 47.262773, 11.3733989 47.2627995, 11.3738531 47.2629257)",46.12836479354037,55.55600151347802
96,0.335403726,,1.08695652,,41.698,1.08695652,0.5900621100000001,,0.285714284,"LINESTRING (11.3751796 47.2645022, 11.3752746 47.2646137, 11.3753665 47.264758, 11.3754088 47.2648115, 11.3754318 47.2648351)",54.161491209937886,55.55600151347802
97,0.335403726,,1.08695652,,39.969,0.978260868,0.5900621100000001,,0.285714284,"LINESTRING (11.3751796 47.2645022, 11.3752702 47.2647851, 11.3752776 47.2648257, 11.3752818 47.2648546)",52.42236075706831,55.55600151347802
98,1.006211178,,,,148.47500000000002,,0.29503105500000004,,0.285714284,"LINESTRING (11.3740413 47.2613946, 11.3744483 47.2603995, 11.3744725 47.2603464, 11.3745118 47.2602846, 11.3745662 47.2602312, 11.3746173 47.2601903, 11.3746878 47.2601523)",42.31884096115942,55.55600151347802
99,0.335403726,,,1.326086958,43.333,0.978260868,0.5900621100000001,,0.142857142,"LINESTRING (11.4234825 47.2618607, 11.4229725 47.2616816)",53.962733511552784,55.55600151347802
100,1.006211178,,,,63.432,,0.5900621100000001,,0.142857142,"LINESTRING (11.4234825 47.2618607, 11.4232652 47.2619496, 11.4229651 47.2618554, 11.4229725 47.2616816)",46.37681202318841,55.55600151347802
101,1.341614904,,1.08695652,,27.114,,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3996704 47.2583611, 11.3997837 47.2581297)",64.4720502936646,55.55600151347802
102,1.341614904,,1.08695652,,14.572,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3996704 47.2583611, 11.3994776 47.2583682)",63.04347885652174,55.55600151347802
103,1.006211178,,1.08695652,1.326086958,48.048,0.978260868,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3996704 47.2583611, 11.3995741 47.258168, 11.3994685 47.2579513)",69.23395517747412,55.55600151347802
104,1.006211178,,1.08695652,1.326086958,32.58,0.978260868,0.29503105500000004,,0.49999999700000003,"LINESTRING (11.3996704 47.2583611, 11.399714 47.2584513, 11.3997328 47.2584911, 11.3997863 47.2586431)",69.23395517747412,55.55600151347802
105,1.341614904,,1.08695652,,25.156,,0.5900621100000001,,0.285714284,"LINESTRING (11.3998723 47.2589615, 11.3995407 47.2589846)",66.08695715304347,55.55600151347802
106,1.006211178,,1.08695652,1.326086958,35.994,0.978260868,0.29503105500000004,,0.357142855,"LINESTRING (11.3998723 47.2589615, 11.3997863 47.2586431)",67.32919326128365,55.55600151347802
107,1.006211178,,1.08695652,1.326086958,150.60000000000002,0.978260868,0.29503105500000004,,0.357142855,"LINESTRING (11.3998723 47.2589615, 11.3998895 47.2590582, 11.3999162 47.2592087, 11.399916 47.2592838, 11.3999151 47.2596197, 11.3997822 47.2603082)",67.32919326128365,55.55600151347802
108,1.341614904,,1.08695652,,59.128,,0.5900621100000001,,0.285714284,"LINESTRING (11.3997822 47.2603082, 11.399059 47.2601036)",66.08695715304347,55.55600151347802
109,1.006211178,,1.08695652,1.326086958,150.6,0.978260868,0.29503105500000004,,0.357142855,"LINESTRING (11.3997822 47.2603082, 11.3999151 47.2596197, 11.399916 47.2592838, 11.3999162 47.2592087, 11.3998895 47.2590582, 11.3998723 47.2589615)",67.32919326128365,55.55600151347802
110,1.006211178,,1.08695652,1.326086958,81.778,,0.29503105500000004,,0.357142855,"LINESTRING (11.3997822 47.2603082, 11.3997611 47.2604681, 11.3997209 47.2606193, 11.3996351 47.260918, 11.399603 47.2610329)",65.14285783771429,55.55600151347802
111,1.006211178,,1.08695652,1.326086958,57.502,0.978260868,0.29503105500000004,,0.357142855,"LINESTRING (11.3992276 47.2574607, 11.3994685 47.2579513)",67.32919326128365,55.55600151347802
112,1.006211178,,1.08695652,1.326086958,60.53,0.978260868,0.5900621100000001,,0.21428571300000002,"LINESTRING (11.3992276 47.2574607, 11.3991134 47.2573193, 11.3990933 47.257101, 11.3990667 47.2570351, 11.3989701 47.2569649)",69.35817879229815,55.55600151347802
113,0.838509315,,,,47.658,0.54347826,0.29503105500000004,,0.357142855,"LINESTRING (11.3749184 47.2537124, 11.3750042 47.253853, 11.375033 47.253991, 11.3750376 47.254128)",40.683230188198756,55.55600151347802
114,0.335403726,,1.08695652,,33.872,0.32608695600000004,0.29503105500000004,,0.571428568,"LINESTRING (11.3784892 47.2596201, 11.3781365 47.2598085)",41.8385097020621,55.55600151347802
115,0.335403726,2.08074534,1.08695652,1.326086958,110.514,0.32608695600000004,0.29503105500000004,,0.571428568,"LINESTRING (11.3784892 47.2596201, 11.3792547 47.2592778, 11.3797137 47.259075)",68.81987651726708,55.55600151347802
116,1.67701863,,1.08695652,,37.991,,0.29503105500000004,0.173913044,0.49999999700000003,"LINESTRING (11.3784892 47.2596201, 11.3781884 47.2595429, 11.3781566 47.2594214)",59.7267086527205,55.55600151347802
117,1.67701863,,1.08695652,,42.501000000000005,,0.29503105500000004,0.173913044,0.49999999700000003,"LINESTRING (11.3784892 47.2596201, 11.378507 47.2597183, 11.3784821 47.25979, 11.3784927 47.2598234, 11.3785018 47.259852, 11.3785728 47.2598927, 11.3786924 47.2599106)",59.7267086527205,55.55600151347802
118,1.341614904,,,,48.033,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3720764 47.265596, 11.3721102 47.2656215, 11.3721772 47.2656342, 11.3726934 47.2656453)",55.07246426086956,55.55600151347802
119,1.341614904,,,,66.719,,0.29503105500000004,,0.357142855,"LINESTRING (11.3720764 47.265596, 11.3720768 47.265518, 11.3721335 47.2654043, 11.3721428 47.2652331, 11.3721599 47.2651833, 11.3722105 47.2650975, 11.3722269 47.2650111)",53.167702344679086,55.55600151347802
120,1.006211178,,,,78.309,,0.29503105500000004,,0.42857142600000003,"LINESTRING (11.3720764 47.265596, 11.3718925 47.2656015, 11.3718408 47.265583, 11.3716465 47.265478, 11.3715764 47.2654167, 11.3716313 47.265316, 11.3716832 47.2652087, 11.3716671 47.2651737, 11.3716341 47.2651448)",46.12836479354037,55.55600151347802
121,0.838509315,,,,12.832,,0.29503105500000004,,0.285714284,"LINESTRING (11.3716341 47.2651448, 11.3716522 47.2651063, 11.3716225 47.2650703, 11.3716452 47.2650403)",37.84679122749482,55.55600151347802
