,highway,cycleway,surface,maxspeed,weight,lanes,oneway,width,centrality,geometry,centrality_scaled,summation,index
23,1.341614904,1.8726708060000001,1.08695652,,0.0006090982093975905,0.978260868,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3936396 47.2670223, 11.3935887 47.2670123, 11.3934636 47.2669888, 11.3930573 47.266932, 11.3930378 47.2669293)",0.499999997,6.074534150000001,60.74534150000001
24,1.173913041,,0.760869564,,0.00032142324180918735,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3936396 47.2670223, 11.393667 47.2669456, 11.3937477 47.2667196)",0.499999997,2.7298136570000002,27.298136570000004
25,1.341614904,1.8726708060000001,1.08695652,1.704968946,0.0004944840240089711,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3962296 47.2671676, 11.3957398 47.2672355)",0.428571426,6.729813657000001,67.29813657000001
26,1.341614904,1.8726708060000001,1.08695652,1.704968946,0.0009435155112668456,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3962296 47.2671676, 11.3971642 47.2670382)",0.428571426,6.729813657000001,67.29813657000001
27,1.341614904,,1.08695652,,0.0010826514548067428,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3962296 47.2671676, 11.3962089 47.267099, 11.3961884 47.2670309, 11.3959462 47.2661997, 11.3959243 47.2661289)",0.499999997,3.2236024760000004,32.23602476000001
28,1.006211178,,1.08695652,,0.0007160541100440518,,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.401411 47.2663485, 11.401758 47.2663008, 11.402121 47.2662557)",0.28571428399999993,2.968944092,29.689440920000003
29,1.341614904,,,,0.00029135794467495557,,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.401411 47.2663485, 11.4016166 47.2664098, 11.4016862 47.2664423)",0.28571428399999993,2.217391298,22.173912979999997
30,1.173913041,,,,0.00034997671973467794,,0.5900621100000001,,0.00025650891368475054,"LINESTRING (11.4028466 47.266781, 11.4031174 47.2667233, 11.4031889 47.2667081)",0.14285714199999996,1.9068322930000001,19.06832293
31,1.006211178,,1.08695652,,0.0005024432089713935,,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.4028466 47.266781, 11.4028211 47.2667044, 11.4027804 47.2666006, 11.4026803 47.2664225, 11.4025986 47.2663551)",0.28571428399999993,2.968944092,29.689440920000003
32,0.838509315,,1.08695652,,0.0014621920334769844,0.54347826,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3865988 47.2639619, 11.3864625 47.2638616, 11.3863329 47.2637643, 11.3859647 47.2634809, 11.3854799 47.2630997, 11.3854425 47.2630672)",0.499999997,3.263975147,32.63975147
33,1.341614904,,1.08695652,1.326086958,0.000684950770287034,0.54347826,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3865988 47.2639619, 11.3867458 47.2638475, 11.3871594 47.2635689)",0.428571426,5.021739123,50.21739123
34,0.335403726,,1.08695652,,0.0007904649318408424,0.978260868,0.5900621100000001,,0.0007695267410542516,"LINESTRING (11.3865988 47.2639619, 11.3866438 47.2639653, 11.3868279 47.2639826, 11.3870354 47.2640844, 11.3873099 47.2642663)",0.428571426,3.41925465,34.1925465
35,0.335403726,1.8726708060000001,1.08695652,,0.00029739431401380387,0.32608695600000004,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3865988 47.2639619, 11.3865127 47.2640102, 11.3864185 47.2640626, 11.3863403 47.2641089)",0.428571426,4.344720489,43.44720489
36,1.006211178,,1.08695652,,0.00035006559560004345,1.08695652,0.5900621100000001,,0.0003847633705271258,"LINESTRING (11.3837166 47.2660039, 11.3837279 47.2661175, 11.3837611 47.2662098, 11.3838588 47.266307)",0.214285713,3.984472041,39.84472041
37,0.335403726,,1.08695652,,0.0005632233178691489,0.978260868,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.3837166 47.2660039, 11.3836337 47.2660622, 11.383584 47.266086, 11.3834788 47.2661362, 11.3831887 47.2661441)",0.28571428399999993,3.276397508,32.76397508
38,1.006211178,,,,0.00019003815651771593,,0.29503105500000004,,0.0006412722842118764,"LINESTRING (11.3750958 47.2642569, 11.3751715 47.2642421, 11.3752823 47.2642204)",0.357142855,1.6583850880000002,16.58385088
39,0.335403726,,1.08695652,,0.000259219091894375,0.978260868,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.3750958 47.2642569, 11.3751457 47.2644031, 11.3751796 47.2645022)",0.28571428399999993,3.276397508,32.76397508
40,1.006211178,,1.08695652,,0.00013780058054999045,,0.29503105500000004,,0.0006412722842118764,"LINESTRING (11.3752175 47.2633009, 11.3750851 47.2632627)",0.357142855,2.7453416080000004,27.453416080000004
41,1.006211178,,1.08695652,,0.00036697512240762295,,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.3752175 47.2633009, 11.3753434 47.2633304, 11.3755727 47.2633929)",0.28571428399999993,2.968944092,29.689440920000003
42,0.335403726,,1.08695652,,0.000868013769199257,,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.3752175 47.2633009, 11.3751435 47.2634495, 11.3750796 47.2635852, 11.3750333 47.2637424, 11.3750185 47.2638676, 11.3750297 47.2639893, 11.3750563 47.2641266)",0.28571428399999993,2.29813664,22.9813664
43,1.006211178,,,,0.0003713772879422125,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3717993 47.2623549, 11.3714415 47.2622554)",0.428571426,1.729813659,17.29813659
44,1.006211178,,,,0.0004868870197499275,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3717993 47.2623549, 11.3722684 47.2624853)",0.428571426,1.729813659,17.29813659
45,1.341614904,,1.08695652,1.704968946,0.0013403768525879402,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3717993 47.2623549, 11.3717587 47.2624217, 11.3713781 47.2630167, 11.3710811 47.2634866)",0.499999997,4.928571422,49.28571422
46,1.67701863,,,,0.001343599286910648,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3710811 47.2634866, 11.3705464 47.2634265, 11.3697459 47.2633366)",0.499999997,2.472049682,24.72049682
47,1.341614904,,1.08695652,1.704968946,0.0013403768525879402,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3710811 47.2634866, 11.3713781 47.2630167, 11.3717587 47.2624217, 11.3717993 47.2623549)",0.499999997,4.928571422,49.28571422
48,1.341614904,,1.08695652,1.704968946,0.0007280085292076764,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3710811 47.2634866, 11.3710347 47.2635547, 11.3707249 47.2640386, 11.3706989 47.2641047)",0.428571426,4.857142851000001,48.571428510000004
49,1.006211178,,1.08695652,,0.0004772500243323146,1.08695652,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3710811 47.2634866, 11.3711855 47.2635157, 11.3715367 47.2636285)",0.499999997,3.97515527,39.751552700000005
50,1.341614904,,1.08695652,1.704968946,0.0011695184735602156,,0.29503105500000004,,0.0005130178273695011,"LINESTRING (11.369535 47.2639902, 11.3706989 47.2641047)",0.28571428399999993,4.714285709,47.14285709000001
51,1.341614904,,1.08695652,,0.0005102307064914251,,0.29503105500000004,,0.0005130178273695011,"LINESTRING (11.369535 47.2639902, 11.369678 47.2635365, 11.369663 47.2635054)",0.28571428399999993,3.009316763,30.093167630000003
52,1.341614904,1.8726708060000001,1.08695652,1.704968946,0.0005904069024529554,,0.5900621100000001,,0.0003847633705271258,"LINESTRING (11.370619 47.2646729, 11.3706494 47.2645732, 11.3706136 47.2643868, 11.3706152 47.2643439, 11.3706357 47.2642891, 11.3706989 47.2641047)",0.214285713,6.810558999000001,68.10558999000001
53,1.67701863,,1.08695652,,0.001129091217298533,,0.29503105500000004,,0.0005130178273695011,"LINESTRING (11.370619 47.2646729, 11.370692 47.2647199, 11.3710751 47.2647491, 11.3717323 47.2647827)",0.28571428399999993,3.344720489,33.44720489
54,0.335403726,,1.08695652,,0.00013615557278546115,0.978260868,0.5900621100000001,,0.0003847633705271258,"LINESTRING (11.3750563 47.2641266, 11.3750958 47.2642569)",0.214285713,3.2049689370000003,32.04968937
55,1.006211178,,,,0.0004365341158909156,,0.5900621100000001,,0.00012825445684237527,"LINESTRING (11.3750563 47.2641266, 11.3750001 47.2641997, 11.3750134 47.2642495, 11.3751091 47.2645262)",0.07142857099999998,1.6677018590000001,16.677018590000003
56,1.006211178,,1.08695652,,0.000245863214002522,0.32608695600000004,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3781365 47.2598085, 11.3779099 47.2597131)",0.499999997,3.214285706,32.14285706
57,0.335403726,,1.08695652,,0.00039986478964769456,0.32608695600000004,0.29503105500000004,,0.0010260356547390022,"LINESTRING (11.3781365 47.2598085, 11.3784892 47.2596201)",0.5714285679999999,2.6149068250000003,26.149068250000003
58,0.335403726,,1.08695652,,0.00021467990125121256,0.978260868,0.5900621100000001,,0.0007695267410542516,"LINESTRING (11.3781365 47.2598085, 11.377984 47.2599596)",0.428571426,3.41925465,34.1925465
59,1.341614904,,1.08695652,,0.00045595843733492946,0.54347826,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3781365 47.2598085, 11.3783418 47.2599169, 11.3785314 47.2600358)",0.499999997,3.7670807360000005,37.670807360000005
60,1.341614904,,1.08695652,,0.00013536831238916079,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3870703 47.2570312, 11.3870746 47.2568959)",0.428571426,3.152173905,31.52173905
61,1.341614904,,1.08695652,,0.0009873367973352398,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3870703 47.2570312, 11.3870637 47.2571435, 11.3870434 47.2575047, 11.3870134 47.2579363, 11.3869968 47.258015)",0.428571426,3.152173905,31.52173905
62,0.335403726,,1.08695652,1.326086958,0.0005434032655441382,0.54347826,0.5900621100000001,,0.0006412722842118764,"LINESTRING (11.3870703 47.2570312, 11.386829 47.2570787, 11.3865332 47.2571102)",0.357142855,4.239130429,42.39130429
63,0.335403726,,1.08695652,1.326086958,0.0001437638688934395,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3978724 47.2563608, 11.3978238 47.2564961)",0.428571426,3.472049685,34.72049685
64,0.335403726,,1.08695652,1.326086958,0.00019550976603558887,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3978724 47.2563608, 11.3979077 47.2562512, 11.3979202 47.2562265, 11.397944 47.2561795)",0.428571426,3.472049685,34.72049685
65,0.335403726,,1.08695652,1.326086958,0.0010829133409818092,,0.5900621100000001,,0.0006412722842118764,"LINESTRING (11.3978724 47.2563608, 11.3980723 47.2564459, 11.3981291 47.2564707, 11.3982946 47.2565417, 11.3985069 47.2566326, 11.3988703 47.2567813)",0.357142855,3.695652169,36.95652169
66,1.341614904,,,,0.0003641024306423604,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3739973 47.2565796, 11.3743476 47.2566789)",0.428571426,2.065217385,20.65217385
67,1.341614904,,1.08695652,1.326086958,0.0003121089873745009,0.978260868,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3739973 47.2565796, 11.3736994 47.2564865)",0.428571426,5.4565217310000005,54.56521731000001
68,1.341614904,,,,0.001658349116995742,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3739973 47.2565796, 11.3739473 47.25665, 11.3735587 47.2572141, 11.3730426 47.2579355)",0.428571426,2.065217385,20.65217385
69,1.341614904,,1.08695652,,0.0005769307426902304,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3726826 47.2584615, 11.372641 47.258518, 11.3725995 47.2585744, 11.3725358 47.2586796, 11.3724908 47.2587645, 11.3723804 47.2589521)",0.499999997,3.2236024760000004,32.23602476000001
70,1.341614904,,,,0.000637484548516587,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3726826 47.2584615, 11.3727175 47.2584119, 11.3727638 47.2583461, 11.3727689 47.2583385, 11.3729513 47.258063, 11.3730426 47.2579355)",0.499999997,2.136645956,21.366459560000003
71,1.006211178,,1.08695652,,0.00045400727435084036,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3726826 47.2584615, 11.3725012 47.258419, 11.3722374 47.2583735)",0.499999997,2.8881987500000004,28.881987500000005
72,1.006211178,,1.08695652,,0.001870238686873746,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3726826 47.2584615, 11.3728964 47.2585079, 11.374519 47.2588153)",0.499999997,2.8881987500000004,28.881987500000005
73,1.006211178,,1.08695652,,6.819303483614328e-05,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.374586 47.258828, 11.374519 47.2588153)",0.499999997,2.8881987500000004,28.881987500000005
74,1.67701863,,,,0.0022692130814479794,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.374586 47.258828, 11.3746473 47.2587365, 11.37495 47.2582233, 11.3752463 47.2579022, 11.3755339 47.2576997, 11.3758761 47.2575397, 11.3760737 47.2574186, 11.3762154 47.2573339)",0.499999997,2.472049682,24.72049682
75,1.341614904,,1.08695652,,0.0011508269726978081,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.374586 47.258828, 11.3745459 47.2589, 11.3745365 47.2589202, 11.3741482 47.2598916)",0.499999997,3.2236024760000004,32.23602476000001
76,1.006211178,,1.08695652,,0.00043862792049697403,,0.29503105500000004,,0.0010260356547390022,"LINESTRING (11.374586 47.258828, 11.3746737 47.2588441, 11.3750174 47.2589073)",0.5714285679999999,2.959627321,29.59627321
77,1.341614904,,1.08695652,,0.0002781831231384894,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3753909 47.2605435, 11.3756093 47.2603712)",0.428571426,3.152173905,31.52173905
78,1.341614904,,1.08695652,,0.0008046119492506823,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3753909 47.2605435, 11.3748341 47.2602354, 11.3746878 47.2601523)",0.428571426,3.152173905,31.52173905
79,1.341614904,,1.08695652,,0.00033334555743698435,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3769222 47.2593279, 11.3768566 47.2593784, 11.376803 47.2594197, 11.3766616 47.2595357)",0.428571426,3.152173905,31.52173905
80,1.006211178,,1.08695652,,0.0010214551601286162,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3769222 47.2593279, 11.3767116 47.2592657, 11.376349 47.2591793, 11.3759302 47.2590858)",0.499999997,2.8881987500000004,28.881987500000005
81,1.006211178,,1.08695652,,0.00039623238637736624,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3769222 47.2593279, 11.3770921 47.2593862, 11.3772949 47.2594623)",0.428571426,2.816770179,28.167701790000002
82,1.006211178,,,,0.0002834593445243653,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3750174 47.2589073, 11.3751828 47.2586771)",0.499999997,1.8012422300000002,18.0124223
83,1.006211178,,,,0.001341366109563799,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3750174 47.2589073, 11.3749846 47.2589854, 11.3746232 47.259863, 11.374632 47.26006, 11.3746502 47.2601127, 11.3746878 47.2601523)",0.499999997,1.8012422300000002,18.0124223
84,1.006211178,,1.08695652,,0.00043862792049697403,,0.29503105500000004,,0.0010260356547390022,"LINESTRING (11.3750174 47.2589073, 11.3746737 47.2588441, 11.374586 47.258828)",0.5714285679999999,2.959627321,29.59627321
85,1.006211178,,1.08695652,,0.0009301106367243687,,0.29503105500000004,,0.0010260356547390022,"LINESTRING (11.3750174 47.2589073, 11.375326 47.2589668, 11.3758099 47.2590601, 11.3759302 47.2590858)",0.5714285679999999,2.959627321,29.59627321
86,1.341614904,,1.08695652,,0.003018191856716311,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3741482 47.2598916, 11.3733361 47.2618926, 11.3730511 47.2627026)",0.428571426,3.152173905,31.52173905
87,1.341614904,,1.08695652,,0.001150826972697808,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3741482 47.2598916, 11.3745365 47.2589202, 11.3745459 47.2589, 11.374586 47.258828)",0.499999997,3.2236024760000004,32.23602476000001
88,1.006211178,,,,0.0006451041514027762,,0.29503105500000004,,0.0006412722842118764,"LINESTRING (11.3741482 47.2598916, 11.373761 47.2596967, 11.3735676 47.2596108)",0.357142855,1.6583850880000002,16.58385088
89,1.341614904,,1.08695652,,0.0001528969914674537,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3723029 47.2590839, 11.3723804 47.2589521)",0.499999997,3.2236024760000004,32.23602476000001
90,1.341614904,,1.08695652,,0.0013631396186751597,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3723029 47.2590839, 11.371622 47.2602648)",0.499999997,3.2236024760000004,32.23602476000001
91,1.006211178,,,,0.0005069867848375578,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3723029 47.2590839, 11.3719095 47.2587641)",0.499999997,1.8012422300000002,18.0124223
92,1.006211178,,,,0.0013700692318263108,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3723029 47.2590839, 11.3735676 47.2596108)",0.428571426,1.729813659,17.29813659
93,1.006211178,,,,8.839869908601982e-05,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3731364 47.2627258, 11.3730511 47.2627026)",0.428571426,1.729813659,17.29813659
94,1.67701863,,1.08695652,,0.0011747703875132193,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3731364 47.2627258, 11.3731064 47.2627974, 11.3730144 47.2628688, 11.3727213 47.2636078, 11.3726487 47.2637787)",0.428571426,3.487577631,34.87577631
95,1.006211178,,,,0.0007440568241571818,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3731364 47.2627258, 11.3733036 47.262773, 11.3733989 47.2627995, 11.3738531 47.2629257)",0.428571426,1.729813659,17.29813659
96,0.335403726,,1.08695652,,0.00041871826215414935,1.08695652,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.3751796 47.2645022, 11.3752746 47.2646137, 11.3753665 47.264758, 11.3754088 47.2648115, 11.3754318 47.2648351)",0.28571428399999993,3.3850931600000003,33.8509316
97,0.335403726,,1.08695652,,0.0003675259501696167,0.978260868,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.3751796 47.2645022, 11.3752702 47.2647851, 11.3752776 47.2648257, 11.3752818 47.2648546)",0.28571428399999993,3.276397508,32.76397508
98,1.006211178,,,,0.0014284781867711586,,0.29503105500000004,,0.0005130178273695011,"LINESTRING (11.3740413 47.2613946, 11.3744483 47.2603995, 11.3744725 47.2603464, 11.3745118 47.2602846, 11.3745662 47.2602312, 11.3746173 47.2601903, 11.3746878 47.2601523)",0.28571428399999993,1.586956517,15.86956517
99,0.335403726,,,1.326086958,0.0005405338194776708,0.978260868,0.5900621100000001,,0.00025650891368475054,"LINESTRING (11.4234825 47.2618607, 11.4229725 47.2616816)",0.14285714199999996,3.372670804,33.726708040000005
100,1.006211178,,,,0.0007232764793781422,,0.5900621100000001,,0.00025650891368475054,"LINESTRING (11.4234825 47.2618607, 11.4232652 47.2619496, 11.4229651 47.2618554, 11.4229725 47.2616816)",0.14285714199999996,1.7391304300000001,17.3913043
101,1.341614904,,1.08695652,,0.00025764869493565223,,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3996704 47.2583611, 11.3997837 47.2581297)",0.499999997,3.2236024760000004,32.23602476000001
102,1.341614904,,1.08695652,,0.00019293068703432487,,0.29503105500000004,,0.0007695267410542516,"LINESTRING (11.3996704 47.2583611, 11.3994776 47.2583682)",0.428571426,3.152173905,31.52173905
103,1.006211178,,1.08695652,1.326086958,0.00045684135269614045,0.978260868,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3996704 47.2583611, 11.3995741 47.258168, 11.3994685 47.2579513)",0.499999997,5.192546576,51.925465759999994
104,1.006211178,,1.08695652,1.326086958,0.00030534211083301893,0.978260868,0.29503105500000004,,0.0008977811978966269,"LINESTRING (11.3996704 47.2583611, 11.399714 47.2584513, 11.3997328 47.2584911, 11.3997863 47.2586431)",0.499999997,5.192546576,51.925465759999994
105,1.341614904,,1.08695652,,0.000332403625131523,,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.3998723 47.2589615, 11.3995407 47.2589846)",0.28571428399999993,3.304347818,33.04347818
106,1.006211178,,1.08695652,1.326086958,0.000329809884628109,0.978260868,0.29503105500000004,,0.0006412722842118764,"LINESTRING (11.3998723 47.2589615, 11.3997863 47.2586431)",0.357142855,5.049689434,50.496894340000004
107,1.006211178,,1.08695652,1.326086958,0.0013632787241531373,0.978260868,0.29503105500000004,,0.0006412722842118764,"LINESTRING (11.3998723 47.2589615, 11.3998895 47.2590582, 11.3999162 47.2592087, 11.399916 47.2592838, 11.3999151 47.2596197, 11.3997822 47.2603082)",0.357142855,5.049689434,50.496894340000004
108,1.341614904,,1.08695652,,0.000751584592710869,,0.5900621100000001,,0.0005130178273695011,"LINESTRING (11.3997822 47.2603082, 11.399059 47.2601036)",0.28571428399999993,3.304347818,33.04347818
109,1.006211178,,1.08695652,1.326086958,0.0013632787241531373,0.978260868,0.29503105500000004,,0.0006412722842118764,"LINESTRING (11.3997822 47.2603082, 11.3999151 47.2596197, 11.399916 47.2592838, 11.3999162 47.2592087, 11.3998895 47.2590582, 11.3998723 47.2589615)",0.357142855,5.049689434,50.496894340000004
